primer,vhod1,vhod2,izhod
137,-0.09617207805632429,-0.18027390785945246,58.270215051539935
138,-0.1002992446513233,-0.1887461550505739,57.59182500748482
139,-0.10441846886540597,-0.19595704156423838,56.886655517760126
140,-0.10852963849395515,-0.20191357692160625,56.15723944843505
141,-0.11263264169104625,-0.20662816342418994,55.40608519651354
142,-0.11672736697289562,-0.21011849738314362,54.635666100828566
143,-0.12081370322129403,-0.21240744997707772,53.848410091210525
144,-0.12489153968702595,-0.21352292825589525,53.04668961563766
145,-0.1289607659932749,-0.2134977168815639,52.23281188389471
146,-0.13302127213901485,-0.2123693012679013,51.40900946494186
147,-0.13707294850238583,-0.21017967285005315,50.5774312737346
148,-0.1411156858440552,-0.20697511728019077,49.740133981642046
149,-0.1451493753105646,-0.20280598640877423,48.89907388289281
150,-0.14917390843766204,-0.19772645497028343,48.05609924763925
151,-0.1531891771536183,-0.191794262948449,47.2129431902815
152,-0.15719507378252837,-0.18507044464843286,46.37121707963705
153,-0.1611914910475977,-0.17761904555198843,45.532404515390276
154,-0.165178322074414,-0.1695068280761953,44.69785589301465
155,-0.1691554603942021,-0.16080296739669017,43.868783577038656
156,-0.17312279994706395,-0.15157873853233791,43.04625770013279
157,-0.17708023508520265,-0.1419071959198261,42.23120260303753
158,-0.18102766057613187,-0.13186284673360132,41.42439392784193
159,-0.18496497160586775,-0.12152131922886689,40.6264563745666
160,-0.18889206378210535,-0.11095902740284565,39.83786212841459
161,-0.1928088331373794,-0.10025283328219796,39.05892996243806
162,-0.19671517613220899,-0.0894797081523266,38.28982501773678
163,-0.20061098965822505,-0.0787163940471911,37.53055926066772
164,-0.204496171041282,-0.06803906681628841,36.780992613911295
165,-0.20837061804455273,-0.057523002078578515,36.04083475562048
166,-0.21223422887160753,-0.04724224536136572,35.30964757828292
167,-0.21608690216947543,-0.03726928770560413,34.586848296363286
168,-0.2199285370316891,-0.02767474799773497,33.87171318927275
169,-0.22375903300131278,-0.018527063262144233,33.16338196374452
170,-0.22757829007395364,-0.009892188117746852,32.46086271728716
171,-0.23138620870075535,-0.001833304567095269,31.76303748205071
172,-0.23518268979137472,0.00558945675299569,31.068668326182575
173,-0.23896763471694096,0.012319282773938964,30.37640398757963
174,-0.24274094531299784,0.01830293061328411,29.684787012867204
175,-0.24650252388242824,0.02349096562184724,28.992261372463616
176,-0.25025227319836046,0.027837983929077464,28.297180520726688
177,-0.2539900965070573,0.03130281861433624,27.597815868434186
178,-0.25771589753078833,0.03384872869366855,26.892365633229158
179,-0.26142958047068254,0.03544357017660565,26.17896403217032
180,-0.26513105000956394,0.03605994851525835,25.455690779172148
181,-0.2688202113147687,0.03567535183823185,24.72058084890431
182,-0.27249697004094514,0.034272264434445796,23.971634467650365
183,-0.27616123233283435,0.03183826002649588,23.20682729070485
184,-0.27981290482803267,0.028366074449509445,22.424120725119774
185,-0.28345189465973575,0.02385365742920016,21.621472355998968
186,-0.2870781094594651,0.018304203231767267,20.79684643408411
187,-0.2906914573597745,0.011726160038103093,19.94822438208099
188,-0.2942918469969384,0.004133217975184051,19.073615277040545
189,-0.2978791875136216,-0.004455724181770722,18.17106626613614
190,-0.30145338856153053,-0.014016613542094856,17.23867287336736
191,-0.3050143603040444,-0.024520318692726497,16.274589155069773
192,-0.3085620134188281,-0.035932726097020785,15.277037662619247
193,-0.31209625910042604,-0.04821485696589724,14.244319171386174
194,-0.31561700906283635,-0.06132300419014673,13.17482213581737
195,-0.3191241755420664,-0.07520888884645531,12.06703183149826
196,-0.3226176712986682,-0.08981983571515659,10.919539146171942
197,-0.3260974096202546,-0.10509896717520827,9.731048982960763
198,-0.32956330432399655,-0.12098541477167861,8.500388240445416
199,-0.33301526975910023,-0.13741454768333033,7.226513335801454
200,-0.33645322080926404,-0.15431821725301342,5.908517238867636
201,-0.3398770728951165,-0.17162501668175192,4.545635986818782
202,-0.34328674197663467,-0.18926055492879953,3.137254651031279
203,-0.34668214455554114,-0.20714774380487513,1.6829127297549056
204,-0.35006319767768324,-0.22520709719436657,0.18230894233312261
205,-0.3534298189353894,-0.24335704129477115,-1.3646945970625879
206,-0.35678192646980794,-0.2615142347181699,-2.9580688459083513
207,-0.3601194389732241,-0.2795938972602839,-4.597614957348592
208,-0.36344227569135745,-0.2975101461077769,-6.282962076638218
209,-0.36675035642563875,-0.3151763382240836,-8.0135658223633
210,-0.3700436015354658,-0.3325054176282709,-9.78870746222624
211,-0.37332193194043983,-0.34941026626037813,-11.607493790568316
212,-0.3765852691225807,-0.3658040571104163,-13.468857712156892
213,-0.37983353512852114,-0.3816006082767943,-15.371559534096043
214,-0.3830666525716814,-0.3967147366134331,-17.314188965037953
215,-0.38628454463442147,-0.411062609623253,-19.29516781818772
216,-0.38948713507017374,-0.42456209425908564,-21.312753411916415
217,-0.39267434820555447,-0.4371331013013619,-23.3650426591358
218,-0.39584610894245364,-0.44869792399514,-25.44997683395344
219,-0.3990023427601051,-0.4591815696471118,-27.56534700152798
220,-0.4021429757171334,-0.4685120829061098,-29.708800094491597
221,-0.405267934453582,-0.4766208594782441,-31.87784561680883
222,-0.40837714619291815,-0.4834429490600404,-34.069862953507666
223,-0.41147053874401757,-0.4889173463097071,-36.282109262359135
224,-0.4145480405031278,-0.49298726871781007,-38.51172792130414
225,-0.41760958045580937,-0.495600420284024,-40.75575750323962
226,-0.420655088178856,-0.496709239956109,-43.01114124768841
227,-0.4236844938421931,-0.4962711338406443,-45.27473699689627
228,-0.4266977282107549,-0.49424869025215884,-47.54332756203286
229,-0.42969472264634,-0.49060987672791184,-49.813631483427706
230,-0.4326754091094441,-0.4853282181995037,-52.08231414715504
231,-0.43563972016107216,-0.47838295557947935,-54.34599921879722
232,-0.4385875889645292,-0.4697591840909103,-56.601280353872625
233,-0.4415189492871868,-0.45944797074033983,-58.84473314321486
234,-0.44443373550223086,-0.44744645040920084,-61.07292725053995
235,-0.4473318825903842,-0.43375790011558385,-63.282438698542265
236,-0.4502133261416098,-0.41839179107678764,-65.46986225912066
237,-0.45307800235678997,-0.4013638182831272,-67.63182390275729
238,-0.4559258480493849,-0.3826959073747225,-69.7649932616549
239,-0.4587568006470681,-0.36241619869515307,-71.8660960609864
240,-0.46157079819333924,-0.34055900847864357,-73.9319264725237
241,-0.46436777934911616,-0.31716476721053655,-75.95935934499212
242,-0.46714768339430274,-0.29227993528392326,-77.94536226574287
243,-0.46991045022933575,-0.26595689615813145,-79.88700740874714
244,-0.47265602037670945,-0.2382538273070093,-81.78148312449129
245,-0.47538433498247545,-0.20923454932631227,-83.62610522809133
246,-0.4780953358177234,-0.17896835364968003,-85.41832794284386
247,-0.48078896528003584,-0.14752980940141205,-87.1557544574868
248,-0.4834651663949233,-0.11499854999121019,-88.83614705665399
249,-0.48612388281723473,-0.0814590401309893,-90.45743678536766
250,-0.48876505883254623,-0.04700032402647575,-92.01773260991826
251,-0.4913886393585262,-0.01171575556636746,-93.51533003912658
252,-0.4939945699462792,0.024297288600950626,-94.94871917176353
253,-0.49658279678166534,0.060937712148990436,-96.31659213781055
254,-0.4991532666865984,0.09810101729805844,-97.61784990327423
255,-0.5017059271203194,0.13567963711117162,-98.85160841041284
256,-0.5042407261806484,0.17356328073512922,-100.01720402748452
257,-0.5067576126052139,0.2116392904112503,-101.11419828447767
258,-0.5092565357726565,0.24979300903478266,-102.14238187372607
259,-0.5117374457038142,0.28790815700077793,-103.10177789683596
260,-0.5142002930628796,0.3258672170374593,-103.99264434194967
261,-0.5166450291585374,0.3635518256959274,-104.81547577803343
262,-0.5190716059450772,0.40084317013756937,-105.57100425559352
263,-0.5214799760234846,0.43762238883786925,-106.26019940598825
264,-0.523870092642508,0.47377097480754127,-106.88426773430068
265,-0.526241909699701,0.5091711799191061,-107.44465110356157
266,-0.5285953817424455,0.5437064189192368,-107.94302441095043
267,-0.5309304639689466,0.5772616717044692,-108.38129245944833
268,-0.5332471122292086,0.6097238824402043,-108.76158603125555
269,-0.5355452830259851,0.6409823541103264,-109.08625717211285
270,-0.537824933515706,0.6709291370972111,-109.35787369846555
271,-0.540086021509382,0.6994594104093466,-109.579212942175
272,-0.5423285054734857,0.7264718541961981,-109.75325475020307
273,-0.5445523445308081,0.7518690122172291,-109.88317375936104
274,-0.546757498461294,0.7755576429640559,-109.97233096881682
275,-0.5489439277028506,0.7974490581714611,-110.02426463558245
276,-0.5511115933521363,0.8174594474942837,-110.0426805206503
277,-0.553260457165323,0.8355101881729107,-110.03144151580044
278,-0.5553904815588367,0.8515281385600458,-109.99455668335685
279,-0.5575016296100751,0.8654459144354698,-109.93616974331613
280,-0.5595938650580985,0.8772021470934224,-109.86054704430359
281,-0.5616671523043012,0.8867417222488555,-109.77206505671877
282,-0.563721456413057,0.8940159988738783,-109.6751974282102
283,-0.5657567431123407,0.8989830071440542,-109.57450164325911
284,-0.5677729787943292,0.9016076247455328,-109.47460533015104
285,-0.5697701305159739,0.9018617308680891,-109.38019225996277
286,-0.5717481659995549,0.8997243372857237,-109.29598808338999
287,-0.5737070536332073,0.8951816960052787,-109.22674585227905
288,-0.5756467624714268,0.8882273830442775,-109.17723137360478
289,-0.5775672622355502,0.8788623579816024,-109.15220844434823
290,-0.5794685233142124,0.8670949990084144,-109.15642401627404
291,-0.5813505167637801,0.8529411132915664,-109.19459333998226
292,-0.5832132143087622,0.8364239225474009,-109.27138513781374
293,-0.5850565883421949,0.8175740238099138,-109.3914068552205
294,-0.5868806119260059,0.7964293254635466,-109.55919004007141
295,-0.5886852587913526,0.7730349586969856,-109.77917589905151
296,-0.5904705033389369,0.7474431646200395,-110.05570107982824
297,-0.5922363206392982,0.7197131573705985,-110.39298372700493
298,-0.5939826864330798,0.6899109636225607,-110.79510985905905
299,-0.5957095771312754,0.6581092389881542,-111.26602011247657
300,-0.5974169698154476,0.6243870618889753,-111.80949689814496
301,-0.5991048422379264,0.5888297055490317,-112.42915201376067
302,-0.6007731728219821,0.551528388839838,-113.12841475454694
303,-0.6024219406619747,0.5125800067818858,-113.91052056296908
304,-0.6040511255234821,0.4720868415783391,-114.77850025638286
305,-0.6056607078433991,0.4301562551253325,-115.73516986966239
306,-0.6072506687300192,0.38690036400853095,-116.78312114783537
307,-0.6088209899630888,0.3424356980574117,-117.92471272160981
308,-0.6103716539938382,0.29688284358683364,-119.16206199641765
309,-0.6119026439449915,0.2503660725096544,-120.49703778323331
310,-0.613413943610749,0.2030129585542549,-121.93125369695704
311,-0.6149055374567488,0.15495398186664677,-123.466062345594
312,-0.6163774106200048,0.10632212331821458,-125.10255033081758
313,-0.617829548908819,0.057252449876928346,-126.84153407779019
314,-0.6192619388026734,0.007881692431920733,-128.68355650933435
315,-0.6206745674520951,-0.0416521825114523,-130.62888457671355
316,-0.6220674226785,-0.09121040582666508,-132.67750765640238
317,-0.6234404929740128,-0.14065384199451814,-134.82913681931348
318,-0.624793767501262,-0.1898434270962164,-137.0832049760097
319,-0.6261272360931546,-0.2386406070951053,-139.4388678984794
320,-0.6274408892526231,-0.28690777492922775,-141.89500611609574
321,-0.6287347181523522,-0.3345087049401101,-144.45022768043302
322,-0.6300087146344813,-0.3813089831715934,-147.10287179067964
323,-0.6312628712102835,-0.4271764320859962,-149.8510132684825
324,-0.632497181059821,-0.47198152826359313,-152.69246786818914
325,-0.6337116380315773,-0.5155978116748298,-155.62479840563353
326,-0.6349062366420658,-0.5579022851434229,-158.64532168584657
327,-0.6360809720754165,-0.5987758026516464,-161.7511162073761
328,-0.6372358401829367,-0.6381034451773735,-164.93903061827967
329,-0.6383708374826522,-0.6757748827948953,-168.20569289631743
330,-0.6394859611588213,-0.7116847218188016,-171.5475202234315
331,-0.640581209061428,-0.7457328358213589,-174.96072952225848
332,-0.6416565797056518,-0.7778246794094121,-178.44134862019425
333,-0.6427120722713139,-0.8078715837059767,-181.98522800442015
334,-0.6437476866023008,-0.835791032544817,-185.58805312931668
335,-0.6447634232059635,-0.8615069184525991,-189.24535723583978
336,-0.6457592832524955,-0.8849497775629944,-192.95253464072326
337,-0.6467352685742864,-0.906057002679611,-196.70485445180535
338,-0.6476913816652532,-0.9247730337800997,-200.4974746643613
339,-0.648627625680149,-0.9410495253314645,-204.32545659206468
340,-0.6495440044338469,-0.9548454898666922,-208.18377958509961
341,-0.6504405224006033,-0.966127417354594,-212.06735598701061
342,-0.6513171847132976,-0.974869369978313,-215.97104628110714
343,-0.6521739971626477,-0.9810530520226745,-219.88967437664041
344,-0.653010966196406,-0.984667854656419,-223.81804298454247
345,-0.6538280989185284,-0.9857108754818243,-227.7509490322617
346,-0.6546254030883242,-0.9841869128111816,-231.68319906714905
347,-0.655402887119581,-0.9801084347165763,-235.60962459794092
348,-0.6561605600796685,-0.973495522986261,-239.52509732415243
349,-0.6568984316886203,-0.9643757922071813,-243.42454420363265
350,-0.6576165123181893,-0.9527842842787028,-247.30296230914462
351,-0.6583148129908856,-0.9387633387469435,-251.15543342561116
352,-0.6589933453789891,-0.922362439432042,-254.9771383406122
353,-0.6596521218035398,-0.9036380379019471,-258.7633707818267
354,-0.6602911552333075,-0.8826533544255111,-262.50955095637767
355,-0.6609104592837366,-0.8594781571146829,-266.2112386484583
356,-0.6615100482158708,-0.8341885200399473,-269.86414583318583
357,-0.6620899369352545,-0.8068665611748513,-273.4641487663413
358,-0.6626501409908123,-0.7776001610939222,-277.00729951150157
359,-0.6631906765737074,-0.7464826634136403,-280.48983686804996
360,-0.6637115605161755,-0.7136125580277596,-283.90819666565403
361,-0.6642128102903393,-0.679093148246375,-287.2590213930178
362,-0.664694444006999,-0.6430322030020619,-290.5391691310429
363,-0.6651564804144022,-0.6055415953364682,-293.745721762959
364,-0.6655989388969932,-0.5667369284262057,-296.8759924365024
365,-0.6660218394741357,-0.5267371504481897,-299.9275322558211
366,-0.6664252027988193,-0.48566415962096504,-302.8981361834595
367,-0.6668090501563414,-0.4436424007905306,-305.7858481355096
368,-0.6671734034629673,-0.40079845495597616,-308.5889652558104
369,-0.667518285264571,-0.35726062315246965,-311.30604135790907
370,-0.6678437187352514,-0.31315850612597795,-313.9358895263668
371,-0.6681497276759295,-0.2686225812462724,-316.47758387188713
372,-0.6684363365129228,-0.22378377811145042,-318.93046043764883
373,-0.6687035702964989,-0.1787730542991537,-321.29411725713663
374,-0.6689514546994089,-0.13372097271610314,-323.56841356666706
375,-0.6691800160153968,-0.08875728198929594,-325.75346817869183
376,-0.6693892811576904,-0.04401050132847113,-327.84965702482185
377,-0.6695792776574703,0.00039248872890479674,-329.8576098803365
378,-0.6697500336623167,0.044326848302587006,-331.7782062847183
379,-0.6699015779346383,0.08767017152504837,-333.6125706754721
380,-0.6700339398500763,0.13030286994144924,-335.36206675513944
381,-0.6701471493958903,0.17210854466554934,-337.02829111399603
382,-0.6702412371693227,0.2129743460454626,-338.6130661334131
383,-0.6703162343759427,0.2527913196395269,-340.1184321972619
384,-0.6703721728279697,0.2914547373534911,-341.5466392410388
385,-0.6704090849425745,0.3288644126447443,-342.900137670577
386,-0.6704270037401627,0.36492499875799944,-344.1815686842815
387,-0.6704259628426362,0.39954626901872314,-345.393754034772
388,-0.6704059964716337,0.43264337827619925,-346.53968526763447
389,-0.6703671394467532,0.46413710465645136,-347.6225124766618
390,-0.6703094271837516,0.49395407085680393,-348.64553261649945
391,-0.6702328956927259,0.5220269442876753,-349.61217741500224
392,-0.6701375815762739,0.5482946154436712,-350.5260009288437
393,-0.6700235220276353,0.5727023539642749,-351.39066678699805
394,-0.6698907548288123,0.5952019419247272,-352.209935167635
395,-0.6697393183486704,0.6157517839791999,-352.9876495547226
396,-0.6695692515410201,0.6343169940613408,-353.727723321223
397,-0.6693805939426778,0.6508694584308816,-354.43412618618925
398,-0.6691733856715091,0.6653878749394649,-355.1108705933249
399,-0.6689476674244506,0.6778577684733669,-355.7619980586515
400,-0.6687034804755124,0.6882714826155331,-356.39156553484696
401,-0.6684408666737632,0.696628147653569,-357.00363183956114
402,-0.6681598684412938,0.7029336251441191,-357.6022441945968
403,-0.6678605287711624,0.7072004293268137,-358.19142492225666
404,-0.6675428912253224,0.709447625762594,-358.77515834440743
405,-0.6672069999325272,0.7097007076513044,-359.3573779289024
406,-0.6668528995862198,0.707991450361776,-359.94195372693747
407,-0.6664806354424023,0.704357744783883,-360.5326801436969
408,-0.6660902533174862,0.6988434101859712,-361.1332640832774
409,-0.6656817995861248,0.6914979873324044,-361.74731350737096
410,-0.6652553211790262,0.6823765126844633,-362.3783264455391
411,-0.6648108655807478,0.6715392745732232,-363.02968049313483
412,-0.6643484808274733,0.6590515522951285,-363.704622831027
413,-0.663868215504771,0.6449833391395161,-364.40626079926227
414,-0.6633701187453339,0.6294090504121445,-365.137553054674
415,-0.6628542402267,0.6124072175696359,-365.90130134021484
416,-0.6623206301689576,0.5940601696264949,-366.7001428914687
417,-0.6617693393324299,0.5744537030388286,-367.5365435033883
418,-0.6612004190153434,0.5536767413069397,-368.4127912778205
419,-0.6606139210514786,0.531820985572438,-369.33099106983
420,-0.6600098978078004,0.5089805575143383,-370.2930596482247
421,-0.6593884021820747,0.4852516358726615,-371.3007215830256
422,-0.6587494876004646,0.46073208794723247,-372.35550586993253
423,-0.6580932080151107,0.4355210974336533,-373.45874329911055
424,-0.6574196179016938,0.4097187899677536,-374.6115645728801
425,-0.6567287722569797,0.3834258577541593,-375.81489917414274
426,-0.6560207265963472,0.35674318465394694,-377.0694749846239
427,-0.6552955369513,0.3297714731007004,-378.3758186492764
428,-0.6545532598669598,0.30261087420369037,-379.73425668046997
429,-0.6537939523995457,0.2753606223813741,-381.14491729290586
430,-0.6530176721138321,0.2481186758480218,-382.6077329575513
431,-0.6522244770805945,0.2209813642511248,-384.12244366029086
432,-0.651414425874037,0.19404304472742703,-385.68860084845807
433,-0.6505875775692017,0.1673957676110327,-387.3055720459436
434,-0.6497439917393663,0.14112895298820594,-388.9725461151853
435,-0.6488837284534195,0.11532907925037382,-390.6885391420448
436,-0.6480068482732249,0.09007938474962363,-392.45240091736525
437,-0.647113412250967,0.06545958360980711,-394.2628219868986
438,-0.6462034819264817,0.041545596691414624,-396.1183412392952
439,-0.6452771193245713,0.018409298649892818,-398.01735399996915
440,-0.6443343869523022,-0.0038817180347323304,-399.9581205968955
441,-0.6433753477962886,-0.02526436124399863,-401.9387753627724
442,-0.6424000653199606,-0.04568023887780201,-403.95733603648785
443,-0.6414086034608164,-0.0650758393071441,-406.0117135254846
444,-0.6404010266276592,-0.08340269202089805,-408.0997219894094
445,-0.6393773996978188,-0.1006175079395253,-410.2190892043819
446,-0.6383377880143586,-0.11668229894536875,-412.3674671663157
447,-0.6372822573832673,-0.131564476257362,-414.5424428909802
448,-0.6362108740706355,-0.14523692735744348,-416.741549367907
449,-0.6351237047998194,-0.15767807125638333,-418.96227662481925
450,-0.634020816748586,-0.16887189196781857,-421.20208285900065
451,-0.6329022775462474,-0.17880795014073103,-423.4584055919209
452,-0.6317681552707791,-0.18748137288210195,-425.72867280349743
453,-0.6306185184459243,-0.19489282188275195,-428.0103140026007
454,-0.6294534360382845,-0.20104844004013267,-430.3007711907958
455,-0.628272977454394,-0.20595977685175537,-432.5975096768625
456,-0.6270772125377828,-0.20964369293174176,-434.8980287003393
457,-0.6258662115660247,-0.21212224408038913,-437.1998718231981
458,-0.6246400452477713,-0.21342254541236638,-439.50063704976617
459,-0.6233987847197736,-0.21357661612291565,-441.7979866361713
460,-0.6221425015438875,-0.2126212055429537,-444.0896565518888
461,-0.6208712677040692,-0.21059760120301127,-446.37346555740703
462,-0.6195851556033544,-0.20755141969224677,-448.64732386360157
463,-0.6182842380608261,-0.20353238116208608,-450.9092413401082
464,-0.61696858830857,-0.19859406838413687,-453.1573352418022
465,-0.6156382799886134,-0.19279367132870068,-455.3898374244254
466,-0.614293387149855,-0.18619171828324235,-457.6051010224415
